probe_kind,run_name,model,agent_id,target_label,target_major_label,primary,secondary,primary_major,secondary_major,exact_hit,primary_exact_hit,secondary_exact_hit,same_major_primary_hit,same_major_any_hit,agent_answer_correct
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,case_analysis,case_analysis,logical_proof,logical_proof,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,distractor_elimination,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,distractor_elimination,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,distractor_elimination,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,distractor_elimination,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,distractor_elimination,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,decomposition,decomposition,representation_formalization,representation_formalization,0,0,0,0,0,0
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,decomposition,historical_context_reasoning,representation_formalization,mmlu_domain_reasoning,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,causal_reasoning,concept_definition_match,process_structure_simulation,mmlu_option_semantics,0,0,0,0,1,0
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,decomposition,decomposition,representation_formalization,representation_formalization,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,historical_context_reasoning,historical_context_reasoning,mmlu_domain_reasoning,mmlu_domain_reasoning,0,0,0,0,0,0
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,case_analysis,mmlu_option_semantics,logical_proof,1,1,0,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,case_analysis,case_analysis,logical_proof,logical_proof,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,causal_mechanism_reasoning,case_analysis,mmlu_domain_reasoning,logical_proof,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,causal_mechanism_reasoning,option_contrast,mmlu_domain_reasoning,mmlu_option_semantics,1,0,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,case_analysis,option_contrast,logical_proof,mmlu_option_semantics,1,0,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,case_analysis,option_contrast,logical_proof,mmlu_option_semantics,1,0,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,equation_solving,direct_computation,algebra_computation,algebra_computation,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,equation_solving,direct_computation,algebra_computation,algebra_computation,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,equation_solving,direct_computation,algebra_computation,algebra_computation,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,equation_solving,equation_solving,algebra_computation,algebra_computation,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,equation_solving,direct_computation,algebra_computation,algebra_computation,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,case_analysis,option_contrast,logical_proof,mmlu_option_semantics,1,0,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,case_analysis,case_analysis,logical_proof,logical_proof,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,decomposition,decomposition,representation_formalization,representation_formalization,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,decomposition,decomposition,representation_formalization,representation_formalization,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,decomposition,decomposition,representation_formalization,representation_formalization,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,decomposition,decomposition,representation_formalization,representation_formalization,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,decomposition,decomposition,representation_formalization,representation_formalization,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,distractor_elimination,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,decomposition,decomposition,representation_formalization,representation_formalization,0,0,0,0,0,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,0,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,1,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,3,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,distractor_elimination,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_deepseek_chat_seed42,deepseek-chat,4,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_gemini_flash_lite_seed42,gemini-2.5-flash-lite,0,distractor_elimination|option_contrast,mmlu_option_semantics,option_contradiction_check,option_contradiction_check,mmlu_option_semantics,mmlu_option_semantics,0,0,0,1,1,0
same,P4_same_elimination_gemini_flash_lite_seed42,gemini-2.5-flash-lite,1,distractor_elimination|option_contrast,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,1
same,P4_same_elimination_gemini_flash_lite_seed42,gemini-2.5-flash-lite,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,option_contrast,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,1,1,1,1,0
same,P4_same_elimination_gemini_flash_lite_seed42,gemini-2.5-flash-lite,3,distractor_elimination|option_contrast,mmlu_option_semantics,option_contradiction_check,option_contradiction_check,mmlu_option_semantics,mmlu_option_semantics,0,0,0,1,1,0
same,P4_same_elimination_gemini_flash_lite_seed42,gemini-2.5-flash-lite,4,distractor_elimination|option_contrast,mmlu_option_semantics,concept_definition_match,option_contrast,mmlu_option_semantics,mmlu_option_semantics,1,0,1,1,1,0
same,P4_same_elimination_gemini_flash_lite_seed42,gemini-2.5-flash-lite,0,distractor_elimination|option_contrast,mmlu_option_semantics,algebraic_derivation,equation_solving,algebra_computation,algebra_computation,0,0,0,0,0,0
same,P4_same_elimination_gemini_flash_lite_seed42,gemini-2.5-flash-lite,1,distractor_elimination|option_contrast,mmlu_option_semantics,decomposition,decomposition,representation_formalization,representation_formalization,0,0,0,0,0,0
same,P4_same_elimination_gemini_flash_lite_seed42,gemini-2.5-flash-lite,2,distractor_elimination|option_contrast|option_contradiction_check,mmlu_option_semantics,equation_solving,direct_computation,algebra_computation,algebra_computation,0,0,0,0,0,0
same,P4_same_elimination_gemini_flash_lite_seed42,gemini-2.5-flash-lite,3,distractor_elimination|option_contrast,mmlu_option_semantics,algebraic_derivation,equation_solving,algebra_computation,algebra_computation,0,0,0,0,0,0
